sample_id,category,review_priority,explanation,ground_truth_san,ground_truth_posformer,san_prediction,posformer_prediction,san_correct_gt_san,san_correct_gt_posformer,posformer_correct_gt_san,posformer_correct_gt_posformer,favors_san_annotation,favors_posformer_annotation,affects_model_correctness,token_count_san,token_count_posformer,sequence_similarity,replace_blocks,insert_blocks,delete_blocks,edit_details
505_em_54,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum \limits _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum _ { n = 1 } ^ { k } x _ { n } z _ { n },\sum \limits _ { n = 1 } ^ { k } x _ { n } z _ { n },True,False,False,True,True,True,True,21,22,0.9767,0,1,0,insert: [] -> [\limits]
RIT_2014_243,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { n = 5 } ^ { 1 0 } ( 2 _ { n } + 1 ),\sum \limits _ { n = 5 } ^ { 1 0 } ( 2 _ { n } + 1 ),\sum _ { n = 0 } ^ { 1 0 } ( 2 n + 1 ),\sum \limits _ { n = 5 } ^ { 1 0 } ( 2 n + 1 ),False,False,False,False,False,False,False,21,22,0.9767,0,1,0,insert: [] -> [\limits]
RIT_2014_259,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,- \sum _ { i } P _ { i } \log _ { n } P _ { i },- \sum \limits _ { i } P _ { i } \log _ { n } P _ { i },- \sum _ { i } p _ { i } \log _ { u } f _ { i },- \sum \limits _ { i } P _ { n } \log _ { n } \theta _ { i },False,False,False,False,False,False,False,21,22,0.9767,0,1,0,insert: [] -> [\limits]
28_em_126,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { a },\frac { \sum \limits _ { k = 1 } ^ { N } k ^ { 2 } } { a },\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { \frac { N } { 0 } },\frac { \sum \limits _ { k = 1 } ^ { N } k ^ { 2 } } { \Delta },False,False,False,False,False,False,False,22,23,0.9778,0,1,0,insert: [] -> [\limits]
511_em_270,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\frac { 1 } { 2 } \int _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int \limits _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int _ { 1 } ^ { 5 } \cos ( u ) d u,\frac { 1 } { 2 } \int \limits _ { 1 } ^ { 5 } \cos ( u ) d u,True,False,False,True,True,True,True,22,23,0.9778,0,1,0,insert: [] -> [\limits]
RIT_2014_208,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum \limits _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum \limits _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },True,False,False,True,True,True,True,22,23,0.9778,0,1,0,insert: [] -> [\limits]
RIT_2014_185,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",\lim _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 ^ { \pi } } { n + 1 } ) - \lim \limits _ { n \rightarrow \infty } n \frac { 2 \pi } { n + 1 } - 2 \pi,\lim _ { n \rightarrow \infty } n \sin ( \frac { \pi } { n + 1 } ) - \lim _ { n \rightarrow 0 } n ^ { \frac { 2 \pi } { n + 1 } - 2 \pi },\lim \limits _ { n \rightarrow \infty } n \sin ( \frac { 2 \pi } { n + 1 } ) - \lim \limits _ { n \rightarrow 0 } n \frac { 2 \pi } { n + 1 } - 2 \pi },False,False,False,False,False,False,False,46,48,0.9787,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
RIT_2014_162,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",\frac { \sum _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },\frac { \sum \limits _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum \limits _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },\frac { \sum b ^ { i } s ^ { i } } { \sum _ { i = 0 } ^ { n } a ^ { i } s ^ { 2 } },\frac { \sum \limits _ { i = 0 } ^ { m } b ^ { i } s ^ { i } } { \sum \limits _ { i = 0 } ^ { n } a ^ { i } s ^ { i } },False,False,False,True,False,True,True,47,49,0.9792,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
29_em_161,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z ),f ( z _ { 0 } ) = \lim \limits _ { z \rightarrow z _ { 0 } } f ( z ),f ( v _ { 0 } ) = f _ { y + z } f ( r ),f ( v _ { 0 } ) = \frac { \lim \limits _ { z + z } } f ( r ),False,False,False,False,False,False,False,24,25,0.9796,0,1,0,insert: [] -> [\limits]
518_em_414,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = f ( z _ { 0 } ),True,False,False,True,True,True,True,24,25,0.9796,0,1,0,insert: [] -> [\limits]
RIT_2014_123,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\int _ { x _ { i - 1 } } ^ { x _ { i } } f ( x ) d x,\int \limits _ { x _ { i - 1 } } ^ { x _ { i } } f ( x ) d x,\int _ { x i 1 } ^ { x i } f ( x ) d x,\int \limits _ { x = 1 } ^ { x _ { i } } f ( x ) d x,False,False,False,False,False,False,False,25,26,0.9804,0,1,0,insert: [] -> [\limits]
RIT_2014_214,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",\sum _ { i = 1 } ^ { n + 1 } i = \sum _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) } { 2 } + n + 1,\sum \limits _ { i = 1 } ^ { n + 1 } i = \sum \limits _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) } { 2 } + n + 1,\sum _ { i = 1 } ^ { n + 1 } i = \sum _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) + n + 1 } { 2 },\sum \limits _ { i = 1 } ^ { n + 1 } i = \sum \limits _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) + n + 1 } { 2 },False,False,False,False,False,False,False,50,52,0.9804,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
26_em_77,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },x ^ { i } e _ { i } = \sum _ { i } ^ { 0 } x ^ { q } e _ { 0 },x ^ { i } e _ { i } = \sum \limits _ { i } x ^ { i } e _ { i },False,False,False,True,False,True,True,26,27,0.9811,0,1,0,insert: [] -> [\limits]
513_em_314,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\int _ { - 1 } ^ { 1 } ( f ( z ) - 1 / 2 ) ^ { 2 } d x,\int \limits _ { - 1 } ^ { 1 } ( f ( z ) - 1 / 2 ) ^ { 2 } d x,\int _ { 1 } ^ { 1 } f ( x ) - y ( 2 ) ^ { 2 } d x,\int \limits _ { 1 } ^ { 1 } f ( ( 3 ) - y _ { 2 } ) ^ { 2 } d x,False,False,False,False,False,False,False,26,27,0.9811,0,1,0,insert: [] -> [\limits]
RIT_2014_107,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum \limits _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },\sum \limits _ { n = 1 } ^ { \infty } \frac { ( - 1 ) ^ { n } } { \sin n },True,False,False,True,True,True,True,26,27,0.9811,0,1,0,insert: [] -> [\limits]
35_em_16,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",\sum _ { m = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum \limits _ { m = 1 } ^ { \infty } \sum \limits _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) },\sum _ { n = 1 } ^ { \infty } \sum _ { n = 1 } ^ { \infty } \frac { m ^ { \infty } } { 3 ^ { m } ( m 3 ^ { n } + n 3 ^ { m } ) } \sum _ { n = \infty } ^ { \infty } 3 ^ { m } ),\sum \limits _ { n = 1 } ^ { \infty } \sum \limits _ { n = 1 } ^ { \infty } \frac { m ^ { 2 } n } { 3 ^ { n } ( m 3 ^ { n } + m 3 ^ { m } ),False,False,False,False,False,False,False,53,55,0.9815,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
501_em_9,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } } { j } x ^ { j },\int \sum _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = 2 \frac { a _ { j - 1 } x ^ { j } } { j } x ^ { j },\int \sum \limits _ { j = 0 } ^ { \infty } a _ { j } z ^ { j } d z = \sum \limits _ { j = 1 } ^ { \infty } \frac { a _ { j - 1 } { j } x ^ { j },False,False,False,False,False,False,False,54,56,0.9818,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
502_em_8,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\int _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int \limits _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },\int \limits _ { - \infty } ^ { \infty } e ^ { - w ^ { 2 } } d w = \sqrt { \pi },True,False,False,True,True,True,True,27,28,0.9818,0,1,0,insert: [] -> [\limits]
34_em_247,minor_lexical_difference,alta,"Secuencias muy parecidas, pero con diferencias lexicales.",( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum \limits _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum \limits _ { k = 1 } ^ { n } a _ { k } ^ { \frac { 1 } { 2 } },( \sum _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum _ { n = 1 } ^ { n } a _ { k } ^ { k },( \sum \limits _ { k = 1 } ^ { n } a _ { k } ) ^ { \frac { 1 } { 2 } } \leq \sum \limits _ { \mu = b } ^ { n } a _ { k } ^ { \frac { 1 } { k } },False,False,False,False,False,False,False,55,57,0.9821,0,2,0,insert: [] -> [\limits] | insert: [] -> [\limits]
RIT_2014_182,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b _ { i } ) ^ { 2 },\sum _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },\sum \limits _ { i = 1 } ^ { \infty } ( a _ { i } - b i ) ^ { 2 },False,False,False,False,False,False,False,28,29,0.9825,0,1,0,insert: [] -> [\limits]
507_em_71,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum \limits _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum _ { n = 1 } ^ { 1 0 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },\sum \limits _ { n = 1 } ^ { 1 0 0 0 } ( 1 0 0 0 1 - n ) ^ { - 2 },True,False,False,False,True,False,True,29,30,0.9831,0,1,0,insert: [] -> [\limits]
511_em_269,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { k ^ { 2 } },\sum \limits _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { k ^ { 2 } },\sum _ { \alpha = 2 } ^ { 1 0 0 } ( - 1 ) ^ { x } \frac { 1 } { x ^ { 2 } },\sum \limits _ { k = 2 } ^ { 1 0 0 } ( - 1 ) ^ { k } \frac { 1 } { x ^ { 2 } },False,False,False,False,False,False,False,32,33,0.9846,0,1,0,insert: [] -> [\limits]
34_em_234,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\int _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int \limits _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d t = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int _ { 0 } ^ { \pi } ( \sin t ) - t ) d = 2 - \frac { 1 } { 2 } \pi ^ { 2 },\int \limits _ { 0 } ^ { \pi } ( \sin ( t ) - t ) d = 2 - \frac { 1 } { 2 } \pi ^ { 2 },False,False,False,False,False,False,False,34,35,0.9855,0,1,0,insert: [] -> [\limits]
512_em_293,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\lim _ { n \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },\lim _ { x \rightarrow \infty } \frac { 2 n ^ { 2 } + 3 n + 1 } { 3 } = n ^ { 2 },\lim \limits _ { x \rightarrow \infty } \frac { 4 } { 3 } \frac { 2 n ^ { 2 } + 3 n + 1 } { n ^ { 2 } },False,False,False,False,False,False,False,35,36,0.9859,0,1,0,insert: [] -> [\limits]
512_em_276,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,y _ { i + 1 } = y _ { i } + \int _ { x _ { i } } ^ { x _ { i + 1 } } f d x,y _ { i + 1 } = y _ { i } + \int \limits _ { x _ { i } } ^ { x _ { i + 1 } } f d x,y _ { i + 1 } = y _ { i } + \int _ { x } ^ { x } f _ { x } ^ { x } d x,y _ { i + 1 } = y _ { i } + \int \limits _ { x _ { i } } ^ { x - 1 } f d x,False,False,False,False,False,False,False,36,37,0.9863,0,1,0,insert: [] -> [\limits]
518_em_434,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum \limits _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum _ { r = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),\sum \limits _ { n = 1 } ^ { n } r ^ { 2 } = \frac { 1 } { 6 } n ( 2 n + 1 ) ( n + 1 ),True,False,False,False,True,False,True,36,37,0.9863,0,1,0,insert: [] -> [\limits]
RIT_2014_207,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\sum _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum \limits _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum \limits _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },True,False,False,True,True,True,True,40,41,0.9877,0,1,0,insert: [] -> [\limits]
26_em_84,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },s _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - \infty } = \frac { a } { 1 - p },S _ { \infty } = \lim \limits _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - v _ { 0 } } = \frac { a } { 1 - \infty },False,False,False,False,False,False,False,41,42,0.9880,0,1,0,insert: [] -> [\limits]
511_em_262,single_edit_block,alta,La diferencia se concentra en un solo bloque de edicion.,\lim _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim \limits _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },\lim \limits _ { n \rightarrow \infty } \frac { x ^ { 3 } } { n ^ { 3 } } \frac { 2 n ^ { 3 } + 3 n ^ { 2 } + n } { 6 },True,False,False,True,True,True,True,43,44,0.9885,0,1,0,insert: [] -> [\limits]
