sample_id,ground_truth_equal,ground_truth_san,ground_truth_posformer,san_prediction,posformer_prediction,san_correct_gt_san,posformer_correct_gt_san,oracle_correct_gt_san,outcome_gt_san,san_correct_gt_posformer,posformer_correct_gt_posformer,oracle_correct_gt_posformer,outcome_gt_posformer,san_changes_correctness,posformer_changes_correctness
RIT_2014_200,False,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim \limits _ { n \rightarrow \infty } y _ { n } = 0,\lim _ { n \rightarrow \infty } y _ { n } = 0,\lim \limits _ { n \rightarrow \infty } y _ { n } = 0,True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_207,False,\sum _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum \limits _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },\sum \limits _ { i = 1 } ^ { n } [ i ^ { k + 1 } - ( i - 1 ) ^ { k + 1 } ] = n ^ { k + 1 },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_208,False,\sum _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum \limits _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },\sum \limits _ { k = 1 } ^ { 1 } a _ { k } = a _ { 1 },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_21,False,\sum _ { i = 1 } ^ { n + 1 } i,\sum \limits _ { i = 1 } ^ { n + 1 } i,\sum _ { i = 1 } ^ { n + 1 } i,\sum \limits _ { i = 1 } ^ { n + 1 } i,True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_211,False,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } ( \frac { 2 i } { n } ) ^ { 2 },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } ( \frac { 2 i } { n } ) ^ { 2 },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } ( \frac { 2 } { n } ) ^ { 2 },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } ( \frac { 2 i } { n } ) ^ { 2 },False,False,False,both_wrong,False,True,True,posformer_only,False,True
RIT_2014_214,False,\sum _ { i = 1 } ^ { n + 1 } i = \sum _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) } { 2 } + n + 1,\sum \limits _ { i = 1 } ^ { n + 1 } i = \sum \limits _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) } { 2 } + n + 1,\sum _ { i = 1 } ^ { n + 1 } i = \sum _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) + n + 1 } { 2 },\sum \limits _ { i = 1 } ^ { n + 1 } i = \sum \limits _ { i = 1 } ^ { n } i + ( n + 1 ) = \frac { n ( n + 1 ) + n + 1 } { 2 },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_216,False,\lim _ { y \rightarrow x f ( y ) = f ( x ) },\lim \limits _ { y \rightarrow x } f ( y ) = f ( x ),\lim _ { y \rightarrow x } f ( y ) = f ( x ),\lim \limits _ { y \rightarrow x } f ( y ) = f ( x ),False,False,False,both_wrong,False,True,True,posformer_only,False,True
RIT_2014_217,False,"v _ { \pm 1 , \pm 2 _ { , } \pm 3 }","v _ { \pm 1 , \pm 2 , \pm 3 }","V \pm 1 , \pm 2 \pm 3","V \pm 1 , \pm 2 , \pm 3",False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_225,False,"d ( x , y ) + d ( y _ { , } z ) \geq d ( x _ { , } z )","d ( x , y ) + d ( y , z ) \geq d ( x , z )","d ( x , y ) + d ( y , z ) \geq d ( x , z )","d ( x , y ) + d ( y , z ) \geq d ( x , z )",False,False,False,both_wrong,True,True,True,both_correct,True,True
RIT_2014_235,False,\lim _ { x \rightarrow c } f ( x ),\lim \limits _ { x \rightarrow c } f ( x ),\lim _ { x \rightarrow c } f ( x ),\lim \limits _ { x \rightarrow c } f ( x ),True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_243,False,\sum _ { n = 5 } ^ { 1 0 } ( 2 _ { n } + 1 ),\sum \limits _ { n = 5 } ^ { 1 0 } ( 2 _ { n } + 1 ),\sum _ { n = 0 } ^ { 1 0 } ( 2 n + 1 ),\sum \limits _ { n = 5 } ^ { 1 0 } ( 2 n + 1 ),False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_259,False,- \sum _ { i } P _ { i } \log _ { n } P _ { i },- \sum \limits _ { i } P _ { i } \log _ { n } P _ { i },- \sum _ { i } p _ { i } \log _ { u } f _ { i },- \sum \limits _ { i } P _ { n } \log _ { n } \theta _ { i },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_267,False,\int _ { a } ^ { c } f + \int _ { c } ^ { b } f = \int _ { a } ^ { b } f,\int \limits _ { a } ^ { c } f + \int \limits _ { c } ^ { b } f = \int \limits _ { a } ^ { b } f,\int _ { a } ^ { c } f + \int _ { c } ^ { b } f = \int _ { a } ^ { b } f,\int \limits _ { a } ^ { c } f + \int \limits _ { c } ^ { b } f = \int \limits _ { a } ^ { b } f,True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_290,False,\sum _ { k = 1 } ^ { N } a _ { n } \leq \sum _ { k = 1 } ^ { N } b _ { n } \leq \sum _ { n = 1 } ^ { \infty } b _ { n },\sum \limits _ { k = 1 } ^ { N } a _ { n } \leq \sum \limits _ { k = 1 } ^ { N } b _ { n } \leq \sum \limits _ { n = 1 } ^ { \infty } b _ { n },\sum _ { k = 1 } ^ { N } a _ { n } \leq \sum _ { k = 1 } ^ { N } b _ { n } \leq \sum _ { k = 1 } ^ { \infty } b _ { n },\sum \limits _ { k = 1 } ^ { N } a _ { n } \leq \sum \limits _ { k = 1 } ^ { N } b _ { n } \leq \sum \limits _ { i = 1 } ^ { \infty } b _ { n },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_295,False,\lim _ { y \rightarrow x } f ( x ),\lim \limits _ { y \rightarrow x } f ( x ),\lim _ { y \rightarrow x } f ( x ),\lim \limits _ { y \rightarrow x } f ( x ),True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_304,False,\lim _ { x \rightarrow - \infty } P _ { k + 1 } ( x ) < 0,\lim \limits _ { x \rightarrow - \infty } P _ { k + 1 } ( x ) < 0,\lim _ { x \rightarrow - \infty } p _ { k + 1 } ( x ) < 0,\lim \limits _ { x \rightarrow - \infty } p _ { k + 1 } ( x ) < 0,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_312,False,\sum _ { i = 1 } ^ { n } a ^ { 2 } = a ^ { 2 } \sum _ { i = 1 } ^ { n } 1 = n a ^ { 2 },\sum \limits _ { i = 1 } ^ { n } a ^ { 2 } = a ^ { 2 } \sum \limits _ { i = 1 } ^ { n } 1 = n a ^ { 2 },\sum _ { i = 1 } ^ { n } a ^ { 2 } = a ^ { 2 } \sum _ { i = 1 } ^ { n } 1 = n a ^ { 2 },\sum \limits _ { i = 1 } ^ { n } a ^ { 2 } = a ^ { 2 } \sum \limits _ { i = 1 } ^ { n } 1 = n a ^ { 2 },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_51,False,"1 , 0 0 0 _ { , } 0 0 0 _ { , } 0 0 0","1 , 0 0 0 , 0 0 0 , 0 0 0",1 0 0 0 . 0 0 0 . 0 0 0,1 0 0 0 0 0 0 0 . 0 0 0,False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_66,False,\sum _ { k = 1 } ^ { n } a _ { k } = \sum _ { i = 1 } ^ { n } a = \sum _ { j = 1 } ^ { n } a _ { j },\sum \limits _ { k = 1 } ^ { n } a _ { k } = \sum \limits _ { i = 1 } ^ { n } a = \sum \limits _ { j = 1 } ^ { n } a _ { j },\sum _ { k = 1 } ^ { n } a _ { k } = \sum _ { i = 1 } ^ { n } a _ { i } = \sum _ { j = 1 } ^ { n } a _ { j },\sum \limits _ { k = 1 } ^ { n } a _ { k } = \sum \limits _ { i = 1 } ^ { n } a _ { i } = \sum \limits _ { j = 1 } ^ { n } a _ { j },False,False,False,both_wrong,False,False,False,both_wrong,False,False
RIT_2014_91,False,\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum \limits _ { r = 1 } ^ { n } r ^ { 3 },\sum _ { r = 1 } ^ { n } r ^ { 3 },\sum \limits _ { r = 1 } ^ { n } r ^ { 3 },True,False,True,san_only,False,True,True,posformer_only,True,True
RIT_2014_94,False,\sum _ { n = 1 } ^ { \infty } \frac { \cos \pi n } { n },\sum \limits _ { n = 1 } ^ { \infty } \frac { \cos \pi n } { n },\sum _ { n = 1 } ^ { \infty } \frac { \cos \pi n } { n },\sum \limits _ { n = 1 } ^ { \infty } \frac { \cos \pi 1 } { n },True,False,True,san_only,False,False,False,both_wrong,True,False
