id,latex_modelo1,posicion_modelo1,latex_modelo2,posicion_modelo2,misma_posicion,desplazamiento_posicion,normalizado_modelo1,normalizado_modelo2,tokens_modelo1,tokens_modelo2,texto_exacto_igual,espacios_normalizados_iguales,tokens_iguales,n_tokens_modelo1,n_tokens_modelo2,delta_n_tokens,distancia_tokens,operaciones,iguales_sin_limits,tipo_diferencia,archivo_modelo1,archivo_modelo2,hash_igual,pixeles_iguales,mismas_dimensiones,estado_conjunto
35_em_17,x ^ { 2 } + x + 1,256,x ^ { 2 } + x + 1,278,False,22,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,x ^ { 2 } + x + 1,True,True,True,9,9,0,0,[],True,idéntica,35_em_17_0.bmp,35_em_17.bmp,True,True,True,imagen y anotación iguales
35_em_18,\pi \int _ { 0 } ^ { 1 } x d x,257,\pi \int \limits _ { 0 } ^ { 1 } x d x,481,False,224,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,\pi \int _ { 0 } ^ { 1 } x d x,\pi \int \limits _ { 0 } ^ { 1 } x d x,False,False,False,13,14,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,35_em_18_0.bmp,35_em_18.bmp,True,True,True,"imagen igual, anotación diferente"
35_em_19,2 \div 3,258,2 \div 3,107,False,-151,2 \div 3,2 \div 3,2 \div 3,2 \div 3,True,True,True,3,3,0,0,[],True,idéntica,35_em_19_0.bmp,35_em_19.bmp,True,True,True,imagen y anotación iguales
35_em_1,E P E,259,E P E,62,False,-197,E P E,E P E,E P E,E P E,True,True,True,3,3,0,0,[],True,idéntica,35_em_1_0.bmp,35_em_1.bmp,True,True,True,imagen y anotación iguales
35_em_20,\sqrt { 3 8 },260,\sqrt { 3 8 },210,False,-50,\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },\sqrt { 3 8 },True,True,True,5,5,0,0,[],True,idéntica,35_em_20_0.bmp,35_em_20.bmp,True,True,True,imagen y anotación iguales
35_em_21,- \sin \theta,261,- \sin \theta,219,False,-42,- \sin \theta,- \sin \theta,- \sin \theta,- \sin \theta,True,True,True,3,3,0,0,[],True,idéntica,35_em_21_0.bmp,35_em_21.bmp,True,True,True,imagen y anotación iguales
35_em_22,x - \pi ( x ),262,x - \pi ( x ),208,False,-54,x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),x - \pi ( x ),True,True,True,6,6,0,0,[],True,idéntica,35_em_22_0.bmp,35_em_22.bmp,True,True,True,imagen y anotación iguales
35_em_23,y = y _ { o } + m ( x - x _ { o } ),263,y = y _ { o } + m ( x - x _ { o } ),548,False,285,y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),y = y _ { o } + m ( x - x _ { o } ),True,True,True,18,18,0,0,[],True,idéntica,35_em_23_0.bmp,35_em_23.bmp,True,True,True,imagen y anotación iguales
35_em_24,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },264,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },924,False,660,\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },\sqrt { ( \frac { \Delta x } { x } ) ^ { 2 } + ( \frac { \Delta y } { y } ) ^ { 2 } },True,True,True,32,32,0,0,[],True,idéntica,35_em_24_0.bmp,35_em_24.bmp,True,True,True,imagen y anotación iguales
35_em_2,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),265,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),693,False,428,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),True,True,True,24,24,0,0,[],True,idéntica,35_em_2_0.bmp,35_em_2.bmp,True,True,True,imagen y anotación iguales
35_em_3,\beta ( F ),266,\beta ( F ),181,False,-85,\beta ( F ),\beta ( F ),\beta ( F ),\beta ( F ),True,True,True,4,4,0,0,[],True,idéntica,35_em_3_0.bmp,35_em_3.bmp,True,True,True,imagen y anotación iguales
35_em_4,w _ { 1 } + w _ { 2 },267,w _ { 1 } + w _ { 2 },361,False,94,w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },w _ { 1 } + w _ { 2 },True,True,True,11,11,0,0,[],True,idéntica,35_em_4_0.bmp,35_em_4.bmp,True,True,True,imagen y anotación iguales
35_em_5,"E / [ E , E ]",268,"E / [ E , E ]",220,False,-48,"E / [ E , E ]","E / [ E , E ]","E / [ E , E ]","E / [ E , E ]",True,True,True,7,7,0,0,[],True,idéntica,35_em_5_0.bmp,35_em_5.bmp,True,True,True,imagen y anotación iguales
35_em_6,1 5 \div 5 = 3,269,1 5 \div 5 = 3,239,False,-30,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,1 5 \div 5 = 3,True,True,True,6,6,0,0,[],True,idéntica,35_em_6_0.bmp,35_em_6.bmp,True,True,True,imagen y anotación iguales
35_em_7,\sin ( - 4 5 ) = - \sin 4 5,270,\sin ( - 4 5 ) = - \sin 4 5,452,False,182,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,\sin ( - 4 5 ) = - \sin 4 5,True,True,True,11,11,0,0,[],True,idéntica,35_em_7_0.bmp,35_em_7.bmp,True,True,True,imagen y anotación iguales
35_em_8,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,271,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,674,False,403,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim _ { z \rightarrow z _ { 0 } } f ( z ) = k,\lim \limits _ { z \rightarrow z _ { 0 } } f ( z ) = k,False,False,False,17,18,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,35_em_8_0.bmp,35_em_8.bmp,True,True,True,"imagen igual, anotación diferente"
35_em_9,\sin ( \theta ) = \sin \theta,272,\sin ( \theta ) = \sin \theta,458,False,186,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,\sin ( \theta ) = \sin \theta,True,True,True,7,7,0,0,[],True,idéntica,35_em_9_0.bmp,35_em_9.bmp,True,True,True,imagen y anotación iguales
36_em_25,\frac { a ^ { 2 } } { a + \sqrt { a } },273,\frac { a ^ { 2 } } { a + \sqrt { a } },592,False,319,\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },\frac { a ^ { 2 } } { a + \sqrt { a } },True,True,True,16,16,0,0,[],True,idéntica,36_em_25_0.bmp,36_em_25.bmp,True,True,True,imagen y anotación iguales
36_em_26,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),274,\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),552,False,278,\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum _ { n = 1 } ^ { 5 } ( 2 n + 1 ),\sum \limits _ { n = 1 } ^ { 5 } ( 2 n + 1 ),False,False,False,17,18,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,36_em_26_0.bmp,36_em_26.bmp,True,True,True,"imagen igual, anotación diferente"
36_em_27,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },275,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },882,False,607,f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },f _ { d } = \frac { A _ { m a x } - A } { A _ { m a x } - A _ { m i n } },True,True,True,35,35,0,0,[],True,idéntica,36_em_27_0.bmp,36_em_27.bmp,True,True,True,imagen y anotación iguales
36_em_28,1 2 \div 3,276,1 2 \div 3,147,False,-129,1 2 \div 3,1 2 \div 3,1 2 \div 3,1 2 \div 3,True,True,True,4,4,0,0,[],True,idéntica,36_em_28_0.bmp,36_em_28.bmp,True,True,True,imagen y anotación iguales
36_em_29,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },277,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },609,False,332,C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 },True,True,True,21,21,0,0,[],True,idéntica,36_em_29_0.bmp,36_em_29.bmp,True,True,True,imagen y anotación iguales
36_em_30,\tan \gamma _ { i },278,\tan \gamma _ { i },323,False,45,\tan \gamma _ { i },\tan \gamma _ { i },\tan \gamma _ { i },\tan \gamma _ { i },True,True,True,6,6,0,0,[],True,idéntica,36_em_30_0.bmp,36_em_30.bmp,True,True,True,imagen y anotación iguales
36_em_31,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },279,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },655,False,376,\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },\frac { \sqrt { 1 6 2 } } { \sqrt { 2 0 0 } },True,True,True,17,17,0,0,[],True,idéntica,36_em_31_0.bmp,36_em_31.bmp,True,True,True,imagen y anotación iguales
36_em_32,\lim _ { x \rightarrow 0 } f ( x ),280,\lim \limits _ { x \rightarrow 0 } f ( x ),521,False,241,\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),\lim _ { x \rightarrow 0 } f ( x ),\lim \limits _ { x \rightarrow 0 } f ( x ),False,False,False,11,12,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,36_em_32_0.bmp,36_em_32.bmp,True,True,True,"imagen igual, anotación diferente"
36_em_33,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),281,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),922,False,641,\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),\beta _ { 0 } ( 1 ) + \beta _ { 1 } ( i ) + \beta _ { 2 } ( j ) + \beta _ { 3 } ( k ),True,True,True,35,35,0,0,[],True,idéntica,36_em_33_0.bmp,36_em_33.bmp,True,True,True,imagen y anotación iguales
36_em_34,\sqrt { 2 } \sqrt { 2 } = 2,282,\sqrt { 2 } \sqrt { 2 } = 2,444,False,162,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,\sqrt { 2 } \sqrt { 2 } = 2,True,True,True,10,10,0,0,[],True,idéntica,36_em_34_0.bmp,36_em_34.bmp,True,True,True,imagen y anotación iguales
36_em_35,z _ { 1 } z _ { 2 },283,z _ { 1 } z _ { 2 },321,False,38,z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },z _ { 1 } z _ { 2 },True,True,True,10,10,0,0,[],True,idéntica,36_em_35_0.bmp,36_em_35.bmp,True,True,True,imagen y anotación iguales
36_em_36,L _ { t } = L + L = 2 L,284,L _ { t } = L + L = 2 L,378,False,94,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,L _ { t } = L + L = 2 L,True,True,True,12,12,0,0,[],True,idéntica,36_em_36_0.bmp,36_em_36.bmp,True,True,True,imagen y anotación iguales
36_em_37,- f ( - x ),285,- f ( - x ),162,False,-123,- f ( - x ),- f ( - x ),- f ( - x ),- f ( - x ),True,True,True,6,6,0,0,[],True,idéntica,36_em_37_0.bmp,36_em_37.bmp,True,True,True,imagen y anotación iguales
36_em_38,2 4 \pi,286,2 4 \pi,85,False,-201,2 4 \pi,2 4 \pi,2 4 \pi,2 4 \pi,True,True,True,3,3,0,0,[],True,idéntica,36_em_38_0.bmp,36_em_38.bmp,True,True,True,imagen y anotación iguales
36_em_39,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,287,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,697,False,410,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,True,True,True,22,22,0,0,[],True,idéntica,36_em_39_0.bmp,36_em_39.bmp,True,True,True,imagen y anotación iguales
36_em_40,\frac { 1 5 ! } { 1 0 ! 5 ! },288,\frac { 1 5 ! } { 1 0 ! 5 ! },465,False,177,\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },\frac { 1 5 ! } { 1 0 ! 5 ! },True,True,True,13,13,0,0,[],True,idéntica,36_em_40_0.bmp,36_em_40.bmp,True,True,True,imagen y anotación iguales
36_em_41,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },289,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },893,False,604,y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },y = C _ { 1 } y _ { 1 } + C _ { 2 } y _ { 2 } + \ldots + C _ { n } y _ { n },True,True,True,36,36,0,0,[],True,idéntica,36_em_41_0.bmp,36_em_41.bmp,True,True,True,imagen y anotación iguales
36_em_42,m \times p,290,m \times p,151,False,-139,m \times p,m \times p,m \times p,m \times p,True,True,True,3,3,0,0,[],True,idéntica,36_em_42_0.bmp,36_em_42.bmp,True,True,True,imagen y anotación iguales
36_em_43,"( x ^ { \prime } , t ^ { \prime } )",291,"( x ^ { \prime } , t ^ { \prime } )",544,False,253,"( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )","( x ^ { \prime } , t ^ { \prime } )",True,True,True,13,13,0,0,[],True,idéntica,36_em_43_0.bmp,36_em_43.bmp,True,True,True,imagen y anotación iguales
36_em_44,p \geq 1,292,p \geq 1,110,False,-182,p \geq 1,p \geq 1,p \geq 1,p \geq 1,True,True,True,3,3,0,0,[],True,idéntica,36_em_44_0.bmp,36_em_44.bmp,True,True,True,imagen y anotación iguales
36_em_45,x + ( - x ) \geq 0 + ( - x ),293,x + ( - x ) \geq 0 + ( - x ),457,False,164,x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),x + ( - x ) \geq 0 + ( - x ),True,True,True,13,13,0,0,[],True,idéntica,36_em_45_0.bmp,36_em_45.bmp,True,True,True,imagen y anotación iguales
36_em_46,x \neq 4,294,x \neq 4,112,False,-182,x \neq 4,x \neq 4,x \neq 4,x \neq 4,True,True,True,3,3,0,0,[],True,idéntica,36_em_46_0.bmp,36_em_46.bmp,True,True,True,imagen y anotación iguales
36_em_47,7 0 ^ { o },295,7 0 ^ { o },184,False,-111,7 0 ^ { o },7 0 ^ { o },7 0 ^ { o },7 0 ^ { o },True,True,True,6,6,0,0,[],True,idéntica,36_em_47_0.bmp,36_em_47.bmp,True,True,True,imagen y anotación iguales
36_em_48,\sum _ { k } j [ k ],296,\sum \limits _ { k } j [ k ],339,False,43,\sum _ { k } j [ k ],\sum \limits _ { k } j [ k ],\sum _ { k } j [ k ],\sum \limits _ { k } j [ k ],False,False,False,9,10,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,36_em_48_0.bmp,36_em_48.bmp,True,True,True,"imagen igual, anotación diferente"
36_em_49,1 . 6 9 4 6 9 6 1,297,1 . 6 9 4 6 9 6 1,263,False,-34,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,1 . 6 9 4 6 9 6 1,True,True,True,9,9,0,0,[],True,idéntica,36_em_49_0.bmp,36_em_49.bmp,True,True,True,imagen y anotación iguales
37_em_0,g _ { \theta } = g \sin \theta,298,g _ { \theta } = g \sin \theta,478,False,180,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,g _ { \theta } = g \sin \theta,True,True,True,9,9,0,0,[],True,idéntica,37_em_0_0.bmp,37_em_0.bmp,True,True,True,imagen y anotación iguales
37_em_10,\frac { X } { V },299,\frac { X } { V },304,False,5,\frac { X } { V },\frac { X } { V },\frac { X } { V },\frac { X } { V },True,True,True,7,7,0,0,[],True,idéntica,37_em_10_0.bmp,37_em_10.bmp,True,True,True,imagen y anotación iguales
37_em_11,w ^ { - 2 },300,w ^ { - 2 },174,False,-126,w ^ { - 2 },w ^ { - 2 },w ^ { - 2 },w ^ { - 2 },True,True,True,6,6,0,0,[],True,idéntica,37_em_11_0.bmp,37_em_11.bmp,True,True,True,imagen y anotación iguales
37_em_12,u ( x _ { b } ) = u _ { b } ( x _ { b } ),301,u ( x _ { b } ) = u _ { b } ( x _ { b } ),618,False,317,u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),u ( x _ { b } ) = u _ { b } ( x _ { b } ),True,True,True,21,21,0,0,[],True,idéntica,37_em_12_0.bmp,37_em_12.bmp,True,True,True,imagen y anotación iguales
37_em_13,8 0 ^ { o },302,8 0 ^ { o },176,False,-126,8 0 ^ { o },8 0 ^ { o },8 0 ^ { o },8 0 ^ { o },True,True,True,6,6,0,0,[],True,idéntica,37_em_13_0.bmp,37_em_13.bmp,True,True,True,imagen y anotación iguales
37_em_14,\lim _ { x \rightarrow 0 } f ( x ) = 0,303,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,577,False,274,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,\lim _ { x \rightarrow 0 } f ( x ) = 0,\lim \limits _ { x \rightarrow 0 } f ( x ) = 0,False,False,False,13,14,1,1,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,37_em_14_0.bmp,37_em_14.bmp,True,True,True,"imagen igual, anotación diferente"
37_em_15,u \geq 0,304,u \geq 0,111,False,-193,u \geq 0,u \geq 0,u \geq 0,u \geq 0,True,True,True,3,3,0,0,[],True,idéntica,37_em_15_0.bmp,37_em_15.bmp,True,True,True,imagen y anotación iguales
37_em_16,8 \sqrt { 5 },305,8 \sqrt { 5 },226,False,-79,8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },8 \sqrt { 5 },True,True,True,5,5,0,0,[],True,idéntica,37_em_16_0.bmp,37_em_16.bmp,True,True,True,imagen y anotación iguales
37_em_17,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },306,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },797,False,491,a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },a \sqrt { b } \pm c \sqrt { b } = ( a \pm c ) \sqrt { b },True,True,True,21,21,0,0,[],True,idéntica,37_em_17_0.bmp,37_em_17.bmp,True,True,True,imagen y anotación iguales
37_em_18,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },307,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },897,False,590,\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },\frac { x \times x \times x \times x } { x \times x } = x \times x = x ^ { 2 },True,True,True,25,25,0,0,[],True,idéntica,37_em_18_0.bmp,37_em_18.bmp,True,True,True,imagen y anotación iguales
37_em_19,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },308,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },635,False,327,- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },- \frac { \sqrt { 2 - \sqrt { 2 } } } { 2 },True,True,True,16,16,0,0,[],True,idéntica,37_em_19_0.bmp,37_em_19.bmp,True,True,True,imagen y anotación iguales
37_em_1,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },309,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },692,False,383,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },True,True,True,24,24,0,0,[],True,idéntica,37_em_1_0.bmp,37_em_1.bmp,True,True,True,imagen y anotación iguales
37_em_20,0 . 9 - 0 . 9 = 0,310,0 . 9 - 0 . 9 = 0,281,False,-29,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,0 . 9 - 0 . 9 = 0,True,True,True,9,9,0,0,[],True,idéntica,37_em_20_0.bmp,37_em_20.bmp,True,True,True,imagen y anotación iguales
37_em_21,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },311,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },731,False,420,( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },( I - T ) ^ { - 1 } = I + T + T ^ { 2 } + T ^ { 3 },True,True,True,26,26,0,0,[],True,idéntica,37_em_21_0.bmp,37_em_21.bmp,True,True,True,imagen y anotación iguales
37_em_22,\int X ( x ) e ^ { - a x } a ^ { x } d x,312,\int X ( x ) e ^ { - a x } a ^ { x } d x,597,False,285,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,\int X ( x ) e ^ { - a x } a ^ { x } d x,True,True,True,19,19,0,0,[],True,idéntica,37_em_22_0.bmp,37_em_22.bmp,True,True,True,imagen y anotación iguales
37_em_23,\sum p _ { i } = \sum p _ { f },313,\sum p _ { i } = \sum p _ { f },488,False,175,\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },\sum p _ { i } = \sum p _ { f },True,True,True,13,13,0,0,[],True,idéntica,37_em_23_0.bmp,37_em_23.bmp,True,True,True,imagen y anotación iguales
37_em_24,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },314,\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },955,False,641,\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim _ { n \rightarrow \infty } \frac { 2 } { n } \sum _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },\lim \limits _ { n \rightarrow \infty } \frac { 2 } { n } \sum \limits _ { i = 1 } ^ { n } \frac { 4 i ^ { 2 } } { n ^ { 2 } },False,False,False,41,43,2,2,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}, {""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,37_em_24_0.bmp,37_em_24.bmp,True,True,True,"imagen igual, anotación diferente"
37_em_25,\sqrt [ x ] { b },315,\sqrt [ x ] { b },267,False,-48,\sqrt [ x ] { b },\sqrt [ x ] { b },\sqrt [ x ] { b },\sqrt [ x ] { b },True,True,True,7,7,0,0,[],True,idéntica,37_em_25_0.bmp,37_em_25.bmp,True,True,True,imagen y anotación iguales
37_em_26,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,316,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,854,False,538,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,\int _ { a } ^ { b } f ( x ) d x = \int _ { a } ^ { b } g ( x ) d x,\int \limits _ { a } ^ { b } f ( x ) d x = \int \limits _ { a } ^ { b } g ( x ) d x,False,False,False,31,33,2,2,"[{""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}, {""operacion"": ""insert"", ""tokens_modelo1"": [], ""tokens_modelo2"": [""\\limits""]}]",True,solo \limits,37_em_26_0.bmp,37_em_26.bmp,True,True,True,"imagen igual, anotación diferente"
